investor_id,sip_count,average_gap_days,status
INV001777,9,57.625,risk
INV001778,8,63.57142857142857,risk
INV001797,7,79.66666666666667,risk
INV001800,7,49.666666666666664,risk
INV001802,7,61.666666666666664,risk
INV001803,6,59.0,risk
INV001804,8,55.857142857142854,risk
INV001806,8,60.0,risk
INV001809,6,95.6,risk
INV001811,9,54.25,risk
INV001822,6,19.8,normal
INV001823,8,58.142857142857146,risk
INV001826,6,51.2,risk
INV001828,8,44.42857142857143,risk
INV001831,6,72.8,risk
INV001837,7,62.833333333333336,risk
INV001841,6,56.2,risk
INV001853,8,47.42857142857143,risk
INV001858,8,55.142857142857146,risk
INV001865,7,63.5,risk
INV001866,6,58.8,risk
INV001870,7,76.0,risk
INV001871,7,55.0,risk
INV001883,6,99.2,risk
INV001885,6,71.2,risk
INV001886,9,50.75,risk
INV001890,6,102.6,risk
INV001891,6,96.4,risk
INV001909,8,62.142857142857146,risk
INV001912,6,86.4,risk
INV001920,7,39.0,risk
INV001921,8,68.57142857142857,risk
INV001923,7,80.66666666666667,risk
INV001924,7,59.166666666666664,risk
INV001927,6,58.8,risk
INV001929,6,66.2,risk
INV001937,8,60.42857142857143,risk
INV001938,9,43.0,risk
INV001943,6,74.4,risk
INV001950,7,60.166666666666664,risk
INV001951,7,58.833333333333336,risk
INV001954,6,86.8,risk
INV001955,6,76.0,risk
INV001961,6,83.4,risk
INV001969,6,79.2,risk
INV001971,8,54.714285714285715,risk
INV001972,8,42.42857142857143,risk
INV001978,6,83.2,risk
INV001979,6,55.4,risk
INV001982,6,85.8,risk
INV001986,7,47.666666666666664,risk
INV001987,7,67.0,risk
INV001990,8,45.285714285714285,risk
INV001993,6,56.6,risk
INV001995,6,48.6,risk
INV001997,6,88.6,risk
INV002001,6,84.8,risk
INV002006,6,73.6,risk
INV002010,6,74.6,risk
INV002017,7,44.666666666666664,risk
INV002018,6,63.6,risk
INV002019,6,68.8,risk
INV002025,7,55.833333333333336,risk
INV002033,7,55.0,risk
INV002034,8,69.0,risk
INV002037,6,33.2,normal
INV002038,6,84.0,risk
INV002051,6,78.6,risk
INV002052,7,44.166666666666664,risk
INV002069,10,47.55555555555556,risk
INV002070,7,81.33333333333333,risk
INV002083,10,51.666666666666664,risk
INV002085,6,65.0,risk
INV002090,6,90.2,risk
INV002092,7,33.5,normal
INV002101,6,80.2,risk
INV002102,6,44.8,risk
INV002107,8,71.14285714285714,risk
INV002111,8,62.42857142857143,risk
INV002119,6,78.0,risk
INV002121,7,68.5,risk
INV002122,7,40.333333333333336,risk
INV002127,6,60.2,risk
INV002134,7,82.66666666666667,risk
INV002138,6,91.8,risk
INV002142,9,45.5,risk
INV002143,8,63.57142857142857,risk
INV002149,8,42.285714285714285,risk
INV002150,6,73.6,risk
INV002151,9,60.375,risk
INV002153,7,67.83333333333333,risk
INV002154,6,89.4,risk
INV002155,6,78.0,risk
INV002157,7,58.5,risk
INV002159,6,65.0,risk
INV002162,9,58.375,risk
INV002166,6,99.2,risk
INV002171,7,55.833333333333336,risk
INV002177,7,73.0,risk
INV002178,8,66.42857142857143,risk
INV002179,8,54.142857142857146,risk
INV002182,7,70.5,risk
INV002185,6,48.4,risk
INV002186,7,74.83333333333333,risk
INV002187,7,67.83333333333333,risk
INV002195,9,49.25,risk
INV002196,8,62.142857142857146,risk
INV002198,9,43.0,risk
INV002199,7,50.833333333333336,risk
INV002202,8,70.42857142857143,risk
INV002206,7,49.0,risk
INV002208,7,71.33333333333333,risk
INV002211,7,63.833333333333336,risk
INV002216,8,61.714285714285715,risk
INV002218,6,67.8,risk
INV002219,8,70.85714285714286,risk
INV002228,6,68.6,risk
INV002229,6,64.6,risk
INV002230,8,57.57142857142857,risk
INV002232,7,69.16666666666667,risk
INV002236,7,73.66666666666667,risk
INV002237,7,51.666666666666664,risk
INV002240,7,77.83333333333333,risk
INV002241,7,65.66666666666667,risk
INV002251,6,62.6,risk
INV002256,6,75.6,risk
INV002259,7,45.333333333333336,risk
INV002260,6,77.8,risk
INV002265,7,63.166666666666664,risk
INV002277,7,67.33333333333333,risk
INV002280,7,71.66666666666667,risk
INV002282,6,53.2,risk
INV002284,6,85.0,risk
INV002290,6,61.6,risk
INV002294,8,48.714285714285715,risk
INV002295,7,64.5,risk
INV002298,6,23.2,normal
INV002304,10,42.55555555555556,risk
INV002315,7,71.83333333333333,risk
INV002319,7,60.0,risk
INV002322,6,63.4,risk
INV002327,6,76.4,risk
INV002329,7,57.0,risk
INV002342,6,74.2,risk
INV002343,9,57.75,risk
INV002347,9,40.5,risk
INV002348,6,94.4,risk
INV002349,6,52.2,risk
INV002351,6,77.2,risk
INV002357,7,68.33333333333333,risk
INV002360,9,56.125,risk
INV002361,6,55.4,risk
INV002367,7,52.5,risk
INV002368,7,61.166666666666664,risk
INV002369,6,60.0,risk
INV002370,7,70.16666666666667,risk
INV002372,6,95.2,risk
INV002373,8,70.14285714285714,risk
INV002374,6,21.2,normal
INV002384,10,39.111111111111114,risk
INV002388,6,33.2,normal
INV002389,10,50.77777777777778,risk
INV002390,6,47.0,risk
INV002391,6,40.2,risk
INV002395,6,97.0,risk
INV002400,9,55.375,risk
INV002401,8,59.142857142857146,risk
INV002402,7,47.166666666666664,risk
INV002407,7,47.833333333333336,risk
INV002409,8,55.57142857142857,risk
INV002413,8,53.0,risk
INV002415,8,57.42857142857143,risk
INV002417,7,83.33333333333333,risk
INV002418,6,91.6,risk
INV002420,6,72.8,risk
INV002422,10,50.333333333333336,risk
INV002429,6,78.6,risk
INV002434,6,88.2,risk
INV002437,7,49.166666666666664,risk
INV002445,8,38.142857142857146,risk
INV002453,7,63.0,risk
INV002458,6,72.4,risk
INV002459,8,53.714285714285715,risk
INV002463,6,95.4,risk
INV002464,6,35.4,risk
INV002466,7,80.66666666666667,risk
INV002467,8,38.857142857142854,risk
INV002471,6,56.4,risk
INV002475,10,49.666666666666664,risk
INV002476,6,86.0,risk
INV002485,6,70.4,risk
INV002490,8,70.0,risk
INV002495,6,82.2,risk
INV002496,6,53.0,risk
INV002497,8,67.28571428571429,risk
INV002508,9,51.625,risk
INV002509,10,33.666666666666664,normal
INV002510,7,64.33333333333333,risk
INV002521,6,74.6,risk
INV002527,7,49.666666666666664,risk
INV002530,8,71.42857142857143,risk
INV002531,7,76.33333333333333,risk
INV002543,7,74.66666666666667,risk
INV002547,6,89.0,risk
INV002552,10,48.22222222222222,risk
INV002554,7,49.666666666666664,risk
INV002555,7,72.0,risk
INV002557,7,67.16666666666667,risk
INV002558,6,97.6,risk
INV002560,6,95.2,risk
INV002563,6,65.8,risk
INV002567,6,82.0,risk
INV002568,8,61.57142857142857,risk
INV002570,7,62.0,risk
INV002572,8,55.714285714285715,risk
INV002574,6,79.4,risk
INV002575,9,56.125,risk
INV002579,6,40.8,risk
INV002582,6,77.4,risk
INV002585,6,65.0,risk
INV002586,6,87.2,risk
INV002590,10,50.22222222222222,risk
INV002591,6,52.2,risk
INV002594,6,94.0,risk
INV002598,9,51.375,risk
INV002602,8,66.0,risk
INV002606,6,89.6,risk
INV002613,8,65.0,risk
INV002622,7,76.66666666666667,risk
INV002627,6,85.0,risk
INV002628,6,77.0,risk
INV002632,8,65.57142857142857,risk
INV002640,7,70.0,risk
INV002643,6,74.2,risk
INV002645,7,45.166666666666664,risk
INV002654,8,61.857142857142854,risk
INV002659,7,62.333333333333336,risk
INV002666,7,53.166666666666664,risk
INV002671,7,77.16666666666667,risk
INV002673,8,65.0,risk
INV002674,6,75.8,risk
INV002675,8,63.857142857142854,risk
INV002681,7,83.66666666666667,risk
INV002684,6,80.6,risk
INV002688,9,37.0,risk
INV002689,8,50.0,risk
INV002693,7,45.833333333333336,risk
INV002697,7,55.333333333333336,risk
INV002700,7,79.83333333333333,risk
INV002704,8,59.142857142857146,risk
INV002705,8,22.571428571428573,normal
INV002706,6,73.6,risk
INV002711,8,65.57142857142857,risk
INV002712,11,46.8,risk
INV002722,6,61.4,risk
INV002723,9,37.75,risk
INV002724,6,76.6,risk
INV002726,8,45.57142857142857,risk
INV002732,8,70.71428571428571,risk
INV002733,8,51.57142857142857,risk
INV002735,7,68.16666666666667,risk
INV002736,6,70.6,risk
INV002737,8,58.42857142857143,risk
INV002743,6,88.2,risk
INV002744,10,52.888888888888886,risk
INV002746,8,68.0,risk
INV002750,6,72.4,risk
INV002751,7,41.5,risk
INV002758,6,81.0,risk
INV002761,6,80.6,risk
INV002766,6,70.6,risk
INV002767,7,55.333333333333336,risk
INV002769,7,82.0,risk
INV002772,7,74.5,risk
INV002779,6,64.2,risk
INV002783,7,64.0,risk
INV002786,7,76.33333333333333,risk
INV002793,7,59.333333333333336,risk
INV002794,7,56.166666666666664,risk
INV002799,6,70.8,risk
INV002800,7,63.5,risk
INV002803,7,64.83333333333333,risk
INV002804,8,59.857142857142854,risk
INV002808,7,59.666666666666664,risk
INV002809,6,81.4,risk
INV002810,8,32.285714285714285,normal
INV002813,7,49.0,risk
INV002822,7,53.0,risk
INV002824,7,71.83333333333333,risk
INV002826,6,61.6,risk
INV002827,6,73.6,risk
INV002828,6,80.0,risk
INV002831,6,40.2,risk
INV002835,7,82.33333333333333,risk
INV002838,8,56.714285714285715,risk
INV002841,6,43.4,risk
INV002843,8,43.142857142857146,risk
INV002847,10,52.666666666666664,risk
INV002850,7,53.166666666666664,risk
INV002852,6,75.8,risk
INV002859,7,76.5,risk
INV002863,6,74.4,risk
INV002865,6,37.2,risk
INV002870,6,48.2,risk
INV002872,6,85.6,risk
INV002873,6,98.2,risk
INV002879,7,72.16666666666667,risk
INV002881,6,43.6,risk
INV002883,6,96.0,risk
INV002886,7,44.333333333333336,risk
INV002891,8,72.71428571428571,risk
INV002893,9,50.0,risk
INV002900,6,64.2,risk
INV002903,6,89.6,risk
INV002904,7,49.333333333333336,risk
INV002905,6,73.0,risk
INV002906,6,41.2,risk
INV002909,7,82.33333333333333,risk
INV002912,6,97.0,risk
INV002913,7,73.66666666666667,risk
INV002915,8,49.285714285714285,risk
INV002921,7,53.333333333333336,risk
INV002927,8,40.285714285714285,risk
INV002935,7,48.0,risk
INV002937,7,67.16666666666667,risk
INV002939,7,60.5,risk
INV002942,9,55.5,risk
INV002945,8,65.0,risk
INV002947,7,64.16666666666667,risk
INV002950,8,45.857142857142854,risk
INV002951,7,51.833333333333336,risk
INV002961,7,84.66666666666667,risk
INV002974,7,51.333333333333336,risk
INV002984,6,91.0,risk
INV002989,6,86.6,risk
INV002994,7,58.166666666666664,risk
INV003000,7,67.0,risk
INV003003,9,58.25,risk
INV003005,8,53.142857142857146,risk
INV003007,9,48.25,risk
INV003009,9,38.125,risk
INV003011,7,64.16666666666667,risk
INV003014,6,82.4,risk
INV003015,7,54.666666666666664,risk
INV003018,6,49.2,risk
INV003022,6,69.6,risk
INV003024,6,44.2,risk
INV003025,8,35.285714285714285,risk
INV003028,6,91.4,risk
INV003034,6,73.4,risk
INV003036,8,57.714285714285715,risk
INV003037,7,79.5,risk
INV003040,6,74.0,risk
INV003043,7,73.83333333333333,risk
INV003044,7,71.16666666666667,risk
INV003045,6,36.2,risk
INV003047,8,70.14285714285714,risk
INV003054,7,78.66666666666667,risk
INV003060,7,79.0,risk
INV003063,7,57.833333333333336,risk
INV003070,9,54.5,risk
INV003074,6,74.8,risk
INV003075,8,57.42857142857143,risk
INV003078,7,69.16666666666667,risk
INV003082,8,46.42857142857143,risk
INV003083,6,66.4,risk
INV003089,6,65.0,risk
INV003091,9,50.875,risk
INV003095,6,86.6,risk
INV003097,8,62.714285714285715,risk
INV003105,7,65.5,risk
INV003112,6,91.6,risk
INV003113,8,66.85714285714286,risk
INV003115,6,48.0,risk
INV003117,8,66.57142857142857,risk
INV003134,7,76.83333333333333,risk
INV003139,7,55.166666666666664,risk
INV003140,8,57.0,risk
INV003141,7,67.5,risk
INV003144,7,82.5,risk
INV003146,9,59.5,risk
INV003151,6,81.0,risk
INV003153,7,40.666666666666664,risk
INV003158,9,55.625,risk
INV003161,6,77.4,risk
INV003169,6,62.6,risk
INV003178,6,56.4,risk
INV003179,9,56.25,risk
INV003185,6,65.2,risk
INV003187,9,58.25,risk
INV003189,9,55.125,risk
INV003191,6,76.8,risk
INV003193,6,96.6,risk
INV003196,7,80.33333333333333,risk
INV003205,7,67.66666666666667,risk
INV003210,6,72.2,risk
INV003211,7,69.0,risk
INV003214,6,59.8,risk
INV003215,7,60.833333333333336,risk
INV003219,6,57.2,risk
INV003221,7,61.166666666666664,risk
INV003222,7,81.5,risk
INV003223,8,67.71428571428571,risk
INV003228,7,70.16666666666667,risk
INV003230,7,67.5,risk
INV003231,7,83.0,risk
INV003234,6,96.6,risk
INV003236,9,51.125,risk
INV003242,7,61.0,risk
INV003247,6,84.6,risk
INV003252,6,67.6,risk
INV003256,7,51.0,risk
INV003257,6,61.8,risk
INV003260,6,89.4,risk
INV003262,6,85.2,risk
INV003267,6,74.4,risk
INV003271,7,61.166666666666664,risk
INV003273,8,60.142857142857146,risk
INV003277,8,53.714285714285715,risk
INV003279,9,63.375,risk
