amfi_code,date,rolling_sharpe
100016,2022-07-22,-3.935737167381575
100016,2022-07-25,-3.768353907106806
100016,2022-07-26,-3.692934293906177
100016,2022-07-27,-3.429619552469911
100016,2022-07-28,-4.0322145408861605
100016,2022-07-29,-3.773798907193926
100016,2022-08-01,-4.007000098464357
100016,2022-08-02,-4.631747276772712
100016,2022-08-03,-4.700032082026366
100016,2022-08-04,-4.3461826729974655
100016,2022-08-05,-4.178312687681809
100016,2022-08-08,-4.381291316322166
100016,2022-08-09,-4.278524170974736
100016,2022-08-10,-4.649691073782756
100016,2022-08-11,-4.105006418879968
100016,2022-08-12,-4.200915270105152
100016,2022-08-15,-4.1137835639341205
100016,2022-08-16,-4.176737654765992
100016,2022-08-17,-3.7620108935344216
100016,2022-08-18,-3.9209289162974703
100016,2022-08-19,-3.8642610064533343
100016,2022-08-22,-3.766328231031359
100016,2022-08-23,-3.59929636832118
100016,2022-08-24,-3.8628487079790794
100016,2022-08-25,-3.7732811843340044
100016,2022-08-26,-4.208267131506397
100016,2022-08-29,-3.9228873720074677
100016,2022-08-30,-3.874973661066125
100016,2022-08-31,-3.5940135338847643
100016,2022-09-01,-3.7301805882260437
100016,2022-09-02,-4.004112674241753
100016,2022-09-05,-4.068382769361305
100016,2022-09-06,-3.6887553055731765
100016,2022-09-07,-3.9447705426639583
100016,2022-09-08,-3.5348927819730305
100016,2022-09-09,-3.37028711648549
100016,2022-09-12,-3.5803460659139694
100016,2022-09-13,-3.526004157166444
100016,2022-09-14,-3.292118578625563
100016,2022-09-15,-3.311080822089143
100016,2022-09-16,-3.116420156764176
100016,2022-09-19,-2.9550578601000868
100016,2022-09-20,-3.353394211876844
100016,2022-09-21,-3.4292168124606306
100016,2022-09-22,-3.0483431338913527
100016,2022-09-23,-2.5222164131000606
100016,2022-09-26,-2.755106071862097
100016,2022-09-27,-2.5499867625486243
100016,2022-09-28,-2.6530282835823447
100016,2022-09-29,-2.726828365689974
100016,2022-09-30,-2.4451107686926346
100016,2022-10-03,-2.0494751165930345
100016,2022-10-04,-1.8302969250865455
100016,2022-10-05,-1.5493920007068878
100016,2022-10-06,-1.7462713796161295
100016,2022-10-07,-1.8678339633222187
100016,2022-10-10,-2.058839725701615
100016,2022-10-11,-2.269044540868492
100016,2022-10-12,-2.3267419150731663
100016,2022-10-13,-1.929478432882571
100016,2022-10-14,-1.7518792030607708
100016,2022-10-17,-1.513932169132881
100016,2022-10-18,-1.4313113226968563
100016,2022-10-19,-1.2239548929251398
100016,2022-10-20,-1.192149061377722
100016,2022-10-21,-0.7862025090358283
100016,2022-10-24,-0.8127025142106605
100016,2022-10-25,-0.5054250791611198
100016,2022-10-26,-0.5553145523219725
100016,2022-10-27,-0.6227012575902899
100016,2022-10-28,-0.6071596155745553
100016,2022-10-31,-0.44209837150606324
100016,2022-11-01,-0.06984126724019729
100016,2022-11-02,0.05918357317025506
100016,2022-11-03,0.23422985102927912
100016,2022-11-04,0.09571833329718411
100016,2022-11-07,0.6165090507767909
100016,2022-11-08,0.40366005987923276
100016,2022-11-09,0.40575319373241675
100016,2022-11-10,0.30252864500724075
100016,2022-11-11,0.6032532573096553
100016,2022-11-14,0.24481257420400646
100016,2022-11-15,0.6160680506011866
100016,2022-11-16,0.8438376517141734
100016,2022-11-17,1.259338530876583
100016,2022-11-18,1.3925632295819983
100016,2022-11-21,1.264600430975798
100016,2022-11-22,1.3969474191063918
100016,2022-11-23,1.9169948166995066
100016,2022-11-24,2.238480157730084
100016,2022-11-25,2.3971705239338474
100016,2022-11-28,2.1539402017360505
100016,2022-11-29,2.2938009816062084
100016,2022-11-30,2.138058234821035
100016,2022-12-01,2.2000923730461044
100016,2022-12-02,1.9708602755518445
100016,2022-12-05,2.066056812180912
100016,2022-12-06,2.5918844150737836
100016,2022-12-07,2.4400644526064794
100016,2022-12-08,2.3596404853799324
100016,2022-12-09,2.652936999128911
100016,2022-12-12,2.7481236609168187
100016,2022-12-13,2.9537303651479996
100016,2022-12-14,3.3427381471067195
100016,2022-12-15,3.1738868686111497
100016,2022-12-16,3.1177913064249934
100016,2022-12-19,2.820596838937815
100016,2022-12-20,2.7211184128541888
100016,2022-12-21,2.3511474354354687
100016,2022-12-22,2.1860523817369506
100016,2022-12-23,2.1897091276144183
100016,2022-12-26,2.4879154526833958
100016,2022-12-27,2.301505125641972
100016,2022-12-28,2.3623340609219854
100016,2022-12-29,2.4372189407679654
100016,2022-12-30,2.488618767313694
100016,2023-01-02,2.2797414815924935
100016,2023-01-03,2.3273671494079267
100016,2023-01-04,2.2543300000558233
100016,2023-01-05,2.416262057436795
100016,2023-01-06,2.8456267400858866
100016,2023-01-09,2.845507371706318
100016,2023-01-10,3.04537928001312
100016,2023-01-11,3.050067316091614
100016,2023-01-12,2.838071861579187
100016,2023-01-13,2.924986839067782
100016,2023-01-16,3.1520115294417774
100016,2023-01-17,3.372088788030566
100016,2023-01-18,3.6817614404400913
100016,2023-01-19,4.147530449970257
100016,2023-01-20,3.841657697563067
100016,2023-01-23,3.7859511865578743
100016,2023-01-24,3.7648352598282386
100016,2023-01-25,3.7828998887950864
100016,2023-01-26,3.164079607589516
100016,2023-01-27,2.733912314844781
100016,2023-01-30,2.664903458958052
100016,2023-01-31,2.4572382004807003
100016,2023-02-01,2.5432346832072903
100016,2023-02-02,2.68206387831003
100016,2023-02-03,2.3157814465443667
100016,2023-02-06,2.1884497980514657
100016,2023-02-07,2.4437131055993584
100016,2023-02-08,1.9230488002382762
100016,2023-02-09,2.3847620651954964
100016,2023-02-10,2.8219699190249496
100016,2023-02-13,2.9562767200024553
100016,2023-02-14,3.1477880892994663
100016,2023-02-15,3.594758904951553
100016,2023-02-16,3.3958197388673046
100016,2023-02-17,3.3253173696444405
100016,2023-02-20,3.107777799988083
100016,2023-02-21,3.1302688143607087
100016,2023-02-22,3.262255543536905
100016,2023-02-23,3.079093231660674
100016,2023-02-24,2.620231887133022
100016,2023-02-27,2.986965979436773
100016,2023-02-28,2.846695268973682
100016,2023-03-01,2.7738200671332307
100016,2023-03-02,3.1921655852436372
100016,2023-03-03,3.0354515453244333
100016,2023-03-06,3.246732409285756
100016,2023-03-07,3.118438735867436
100016,2023-03-08,3.0900553131727384
100016,2023-03-09,3.3837177122138073
100016,2023-03-10,3.5942306746391237
100016,2023-03-13,3.4468065944967217
100016,2023-03-14,3.565700725975013
100016,2023-03-15,3.3851652278601336
100016,2023-03-16,4.173396541157898
100016,2023-03-17,4.128667019125508
100016,2023-03-20,4.202075549750134
100016,2023-03-21,3.7940870040358794
100016,2023-03-22,3.863335136012083
100016,2023-03-23,3.9624373457522086
100016,2023-03-24,3.785269303402153
100016,2023-03-27,4.083046771772941
100016,2023-03-28,3.5268845287722965
100016,2023-03-29,3.2732438164395594
100016,2023-03-30,3.283187266297566
100016,2023-03-31,3.2974413221338805
100016,2023-04-03,3.2564132055850896
100016,2023-04-04,3.153518902625229
100016,2023-04-05,2.97440853935466
100016,2023-04-06,2.6410479658288084
100016,2023-04-07,2.919306829084859
100016,2023-04-10,3.0630780849033945
100016,2023-04-11,3.0653362410944975
100016,2023-04-12,3.442192799912798
100016,2023-04-13,3.3793524201064455
100016,2023-04-14,3.2245033651244692
100016,2023-04-17,3.1356072922686895
100016,2023-04-18,2.900391636803545
100016,2023-04-19,2.8307437501132697
100016,2023-04-20,2.797707820204694
100016,2023-04-21,3.0128752847472127
100016,2023-04-24,3.3500477855377233
100016,2023-04-25,3.485258247761171
100016,2023-04-26,3.640215924270439
100016,2023-04-27,3.5738423307396863
100016,2023-04-28,3.6258439784457144
100016,2023-05-01,3.611052442061356
100016,2023-05-02,3.4430972677723037
100016,2023-05-03,3.789194633552253
100016,2023-05-04,3.6490924053349802
100016,2023-05-05,3.674314563709609
100016,2023-05-08,3.571640687024862
100016,2023-05-09,3.5352776934454755
100016,2023-05-10,3.2737280151161374
100016,2023-05-11,3.158904070173518
100016,2023-05-12,2.905513355448332
100016,2023-05-15,3.2410051883105586
100016,2023-05-16,3.2569536269563115
100016,2023-05-17,3.0590426093337117
100016,2023-05-18,3.175009358427269
100016,2023-05-19,2.8839198806406268
100016,2023-05-22,3.0073416586122215
100016,2023-05-23,2.6981609587019775
100016,2023-05-24,2.4257439574260724
100016,2023-05-25,2.312075170831027
100016,2023-05-26,2.3322359494274134
100016,2023-05-29,2.1196625307377186
100016,2023-05-30,2.0812538776217306
100016,2023-05-31,2.215587237466308
100016,2023-06-01,2.711766448761789
100016,2023-06-02,2.7593537765714085
100016,2023-06-05,3.0821466638973343
100016,2023-06-06,3.192012097164628
100016,2023-06-07,2.9505741350766272
100016,2023-06-08,3.169086276442739
100016,2023-06-09,3.7209594891377633
100016,2023-06-12,3.5476130819274023
100016,2023-06-13,3.592888168756896
100016,2023-06-14,4.214999707777891
100016,2023-06-15,3.9006811472660665
100016,2023-06-16,3.4417749753981934
100016,2023-06-19,3.335840704064053
100016,2023-06-20,3.028035566691718
100016,2023-06-21,2.9897781108325328
100016,2023-06-22,3.065477974844595
100016,2023-06-23,2.883771349208733
100016,2023-06-26,2.7300631804426185
100016,2023-06-27,2.911831582046073
100016,2023-06-28,2.5550819383576386
100016,2023-06-29,2.8417622258767516
100016,2023-06-30,3.1816878580083756
100016,2023-07-03,2.858542933287943
100016,2023-07-04,2.673225795303674
100016,2023-07-05,2.7413759201705568
100016,2023-07-06,2.713098095881622
100016,2023-07-07,2.7568701846150745
100016,2023-07-10,2.4628514470107232
100016,2023-07-11,2.4607872779276456
100016,2023-07-12,2.205371685861025
100016,2023-07-13,1.461861959198145
100016,2023-07-14,1.3974626925506703
100016,2023-07-17,1.721218754903538
100016,2023-07-18,1.4096861567451868
100016,2023-07-19,1.327762110270522
100016,2023-07-20,0.7258507167579515
100016,2023-07-21,0.8309367746486261
100016,2023-07-24,0.9722070862171465
100016,2023-07-25,1.1100882055482544
100016,2023-07-26,0.7133768977961586
100016,2023-07-27,0.5622261940519645
100016,2023-07-28,0.3461480742652761
100016,2023-07-31,0.26144170039670395
100016,2023-08-01,0.7358060530875624
100016,2023-08-02,0.44703132137851603
100016,2023-08-03,0.057399558543261904
100016,2023-08-04,0.032297093881626014
100016,2023-08-07,0.06317490195663919
100016,2023-08-08,0.5342117303795803
100016,2023-08-09,0.6817345396174845
100016,2023-08-10,0.9216812726744302
100016,2023-08-11,0.7507176180434642
100016,2023-08-14,0.26399007635915317
100016,2023-08-15,0.22586320778921348
100016,2023-08-16,-0.10315374499551873
100016,2023-08-17,-0.3969244420020441
100016,2023-08-18,-0.3082518863473857
100016,2023-08-21,-0.2941612879337289
100016,2023-08-22,-0.2630890011247568
100016,2023-08-23,-0.19642788433619923
100016,2023-08-24,0.07639748201260137
100016,2023-08-25,0.259783713716744
100016,2023-08-28,0.3029571096436524
100016,2023-08-29,0.22347994690939385
100016,2023-08-30,-0.08420278084162121
100016,2023-08-31,0.45940513896009044
100016,2023-09-01,0.4339919290179141
100016,2023-09-04,0.1502282605404443
100016,2023-09-05,0.4503058511753478
100016,2023-09-06,0.6529014140737941
100016,2023-09-07,0.6043217140486199
100016,2023-09-08,0.9782074723461234
100016,2023-09-11,1.288154473554224
100016,2023-09-12,1.035777315738967
100016,2023-09-13,1.1268331406656136
100016,2023-09-14,1.23541051723673
100016,2023-09-15,0.866882506072274
100016,2023-09-18,0.6524953383317077
100016,2023-09-19,-0.03293983035036809
100016,2023-09-20,0.03791407037312216
100016,2023-09-21,-0.11720408768682493
100016,2023-09-22,-0.04906174774912654
100016,2023-09-25,-0.3490765680999515
100016,2023-09-26,-0.31858950525837026
100016,2023-09-27,0.02553173368105904
100016,2023-09-28,0.5172240585279638
100016,2023-09-29,0.3450429932181886
100016,2023-10-02,0.8028169386036937
100016,2023-10-03,0.5892895663292291
100016,2023-10-04,0.7620609066084091
100016,2023-10-05,0.6540320711961847
100016,2023-10-06,0.5972376705599206
100016,2023-10-09,0.7881202263268426
100016,2023-10-10,0.7842924568669841
100016,2023-10-11,0.8358950098505307
100016,2023-10-12,0.5647291140722643
100016,2023-10-13,0.14084309136424822
100016,2023-10-16,-0.009947058933955819
100016,2023-10-17,-0.21548692312274279
100016,2023-10-18,-0.6962922292288688
100016,2023-10-19,-0.6006365617231841
100016,2023-10-20,-0.09758716683105761
100016,2023-10-23,0.06249881264345892
100016,2023-10-24,0.1533123585346505
100016,2023-10-25,-0.19901154604820548
100016,2023-10-26,0.13379070798088208
100016,2023-10-27,0.3675704470286114
100016,2023-10-30,0.5148178728092755
100016,2023-10-31,0.0675581885864199
100016,2023-11-01,0.23865512942246567
100016,2023-11-02,0.37693372168093214
100016,2023-11-03,0.09647129081304862
100016,2023-11-06,0.23394907619915462
100016,2023-11-07,0.1776046779171128
100016,2023-11-08,0.14792652864405764
100016,2023-11-09,-0.39826202829567586
100016,2023-11-10,-0.539774071609471
100016,2023-11-13,-0.3316958149490237
100016,2023-11-14,-0.45006539008509694
100016,2023-11-15,-0.37755488787928626
100016,2023-11-16,-0.2570340200123095
100016,2023-11-17,-0.23910728199401077
100016,2023-11-20,-0.6194996863683365
100016,2023-11-21,-0.6289111233894282
100016,2023-11-22,-0.2541394723338816
100016,2023-11-23,0.060687888045789166
100016,2023-11-24,-0.17190227988005422
100016,2023-11-27,-0.16319297439060299
100016,2023-11-28,-0.041196964979942505
100016,2023-11-29,0.23113895486278968
100016,2023-11-30,-0.07782625052950841
100016,2023-12-01,0.36637918991041074
100016,2023-12-04,0.2426522056453193
100016,2023-12-05,0.029442612457072904
100016,2023-12-06,0.6881381830992
100016,2023-12-07,1.0071808784469582
100016,2023-12-08,0.678825207219958
100016,2023-12-11,0.39786910529114833
100016,2023-12-12,0.4396878959958863
100016,2023-12-13,0.2385670841104142
100016,2023-12-14,0.0984822704151951
100016,2023-12-15,-0.0294320197883424
100016,2023-12-18,0.3512356468692924
100016,2023-12-19,0.4559772843374939
100016,2023-12-20,0.4929390996094839
100016,2023-12-21,0.7657328699955761
100016,2023-12-22,0.6096871487589695
100016,2023-12-25,0.6765377407645611
100016,2023-12-26,0.7147426264824975
100016,2023-12-27,1.0781837176225246
100016,2023-12-28,0.9812140845375993
100016,2023-12-29,0.9191732604604764
100016,2024-01-01,0.6987347392457629
100016,2024-01-02,0.8735643368223176
100016,2024-01-03,1.1645696311596492
100016,2024-01-04,0.6535169803241434
100016,2024-01-05,0.5938530728620647
100016,2024-01-08,0.7398699207290337
100016,2024-01-09,0.823081977328533
100016,2024-01-10,0.5927425463474012
100016,2024-01-11,0.3841282239404211
100016,2024-01-12,0.17306197818321456
100016,2024-01-15,0.002776953436214162
100016,2024-01-16,0.225265556124421
100016,2024-01-17,0.5060933810043035
100016,2024-01-18,0.5166552838657006
100016,2024-01-19,0.9204335840818141
100016,2024-01-22,0.8333481235592276
100016,2024-01-23,0.9092860698367495
100016,2024-01-24,1.124089735894296
100016,2024-01-25,1.4298649640757637
100016,2024-01-26,1.4379460490971936
100016,2024-01-29,1.4965778901616318
100016,2024-01-30,1.9551643990622756
100016,2024-01-31,1.677160402551749
100016,2024-02-01,1.4370412475845482
100016,2024-02-02,1.4309561288059867
100016,2024-02-05,1.2742522116559913
100016,2024-02-06,1.1669935248442944
100016,2024-02-07,0.9175762795604812
100016,2024-02-08,0.8630002470601529
100016,2024-02-09,0.8775274215740718
100016,2024-02-12,0.6511307293667902
100016,2024-02-13,0.34788525133126397
100016,2024-02-14,0.6171426733949458
100016,2024-02-15,1.0775251118921563
100016,2024-02-16,0.864824638569285
100016,2024-02-19,1.3637886181756287
100016,2024-02-20,1.204957139676979
100016,2024-02-21,1.5954034014907008
100016,2024-02-22,1.633143154819175
100016,2024-02-23,1.3961511564109492
100016,2024-02-26,1.142475597823344
100016,2024-02-27,1.369002338043446
100016,2024-02-28,1.1402072186465744
100016,2024-02-29,0.9176348755829066
100016,2024-03-01,1.0233267830916002
100016,2024-03-04,1.2195435233910903
100016,2024-03-05,1.8956453761373997
100016,2024-03-06,1.7216016352104666
100016,2024-03-07,1.7431984167760834
100016,2024-03-08,1.8455061883063717
100016,2024-03-11,2.0053201464304315
100016,2024-03-12,2.0731942456244745
100016,2024-03-13,2.0338204255841896
100016,2024-03-14,2.8185953740073697
100016,2024-03-15,2.7628441522801803
100016,2024-03-18,2.288767090192487
100016,2024-03-19,2.312454576976442
100016,2024-03-20,2.415173750846298
100016,2024-03-21,2.8033669951937488
100016,2024-03-22,2.7577299966378694
100016,2024-03-25,3.020624447530938
100016,2024-03-26,2.9246142636419905
100016,2024-03-27,2.6153515927907645
100016,2024-03-28,2.3968654096127535
100016,2024-03-29,2.4948832037308453
100016,2024-04-01,2.4198960090564
100016,2024-04-02,2.446261270414498
100016,2024-04-03,2.2433318811289236
100016,2024-04-04,2.636484510575073
100016,2024-04-05,2.448296137954484
100016,2024-04-08,2.3711598199682338
100016,2024-04-09,2.42021434396371
100016,2024-04-10,1.9717185884211084
100016,2024-04-11,1.8782805718860025
100016,2024-04-12,1.9646841669165835
100016,2024-04-15,2.5126872111128917
100016,2024-04-16,2.15699116856362
100016,2024-04-17,2.721086459807527
100016,2024-04-18,2.6778857647203003
100016,2024-04-19,2.586105785306735
100016,2024-04-22,2.7565880827388987
100016,2024-04-23,2.378295095756914
100016,2024-04-24,2.1103953427076734
100016,2024-04-25,2.188997861260008
100016,2024-04-26,1.8492992968542024
100016,2024-04-29,1.7765544468645962
100016,2024-04-30,2.1162699809919188
100016,2024-05-01,1.6319025971377839
100016,2024-05-02,1.0704933647009387
100016,2024-05-03,0.703090245615393
100016,2024-05-06,0.9255410147980849
100016,2024-05-07,0.9902807532909758
100016,2024-05-08,0.9144795338897966
100016,2024-05-09,1.2319140103756867
100016,2024-05-10,1.537774986600796
100016,2024-05-13,1.8095468017235896
100016,2024-05-14,1.6142275493368659
100016,2024-05-15,1.2150970532782626
100016,2024-05-16,1.2854899309684842
100016,2024-05-17,1.2022433356663684
100016,2024-05-20,1.138698921223587
100016,2024-05-21,1.0752525554877264
100016,2024-05-22,1.1069813526275976
100016,2024-05-23,1.1471846246530457
100016,2024-05-24,1.2203639327532914
100016,2024-05-27,1.5051208042465059
100016,2024-05-28,1.7494932022365743
100016,2024-05-29,1.645309909713154
100016,2024-05-30,1.562488199030138
100016,2024-05-31,1.6296872006241747
100016,2024-06-03,1.9846660927394797
100016,2024-06-04,1.4966370590789067
100016,2024-06-05,1.3253581538832808
100016,2024-06-06,1.2320275358013932
100016,2024-06-07,1.5140569830012065
100016,2024-06-10,1.605082187681241
100016,2024-06-11,1.7645281040039928
100016,2024-06-12,1.7099518045949724
100016,2024-06-13,1.905472406484961
100016,2024-06-14,2.1296292266705255
100016,2024-06-17,1.8092214351864149
100016,2024-06-18,2.0663004365279147
100016,2024-06-19,1.6292845887642597
100016,2024-06-20,1.338655462835175
100016,2024-06-21,1.5314646244778671
100016,2024-06-24,1.5051404315217018
100016,2024-06-25,1.6662672717247657
100016,2024-06-26,1.299385212685455
100016,2024-06-27,1.453463611041914
100016,2024-06-28,1.1984050785492828
100016,2024-07-01,1.2831621403919808
100016,2024-07-02,0.9518820069230636
100016,2024-07-03,1.1032678447214437
100016,2024-07-04,1.086527694746094
100016,2024-07-05,0.9937873209214553
100016,2024-07-08,1.0917133605020632
100016,2024-07-09,0.7065811111094845
100016,2024-07-10,0.8503635873071294
100016,2024-07-11,0.6130447553352777
100016,2024-07-12,0.6625581401277093
100016,2024-07-15,0.528758945660665
100016,2024-07-16,0.513031635475383
100016,2024-07-17,0.2655627411767385
100016,2024-07-18,0.09884821206270482
100016,2024-07-19,0.24630169802030027
100016,2024-07-22,0.3743047341570789
100016,2024-07-23,0.2403547778426244
100016,2024-07-24,0.38560042684096385
100016,2024-07-25,0.23276088320945307
100016,2024-07-26,0.17414525223985208
100016,2024-07-29,-0.25041577495675105
100016,2024-07-30,-0.15940428141241164
100016,2024-07-31,0.14433746786167787
100016,2024-08-01,0.21783135238450543
100016,2024-08-02,0.14264783388875438
100016,2024-08-05,0.21581424110779074
100016,2024-08-06,-0.04294584711563435
100016,2024-08-07,0.2897176478446055
100016,2024-08-08,0.4924298407915657
100016,2024-08-09,0.42127425797901713
100016,2024-08-12,0.47194942179891763
100016,2024-08-13,0.05334352793906456
100016,2024-08-14,-0.16182049005947638
100016,2024-08-15,-0.3477853144164218
100016,2024-08-16,-0.3311293093726888
100016,2024-08-19,-0.39545967529763276
100016,2024-08-20,-0.5371618357579601
100016,2024-08-21,-0.7926721446931657
100016,2024-08-22,-0.5261546113368212
100016,2024-08-23,-0.3249592063484457
100016,2024-08-26,-1.111102980923711
100016,2024-08-27,-0.9652241350788465
100016,2024-08-28,-0.9697341194982585
100016,2024-08-29,-0.9402564913871835
100016,2024-08-30,-0.4755320349399819
100016,2024-09-02,-0.5847340264053523
100016,2024-09-03,-1.1037121559944163
100016,2024-09-04,-0.9282110418241887
100016,2024-09-05,-0.9688774297130243
100016,2024-09-06,-0.6593317884663091
100016,2024-09-09,-0.8689969470706953
100016,2024-09-10,-0.8981931419890089
100016,2024-09-11,-0.996036760103471
100016,2024-09-12,-1.226920746109808
100016,2024-09-13,-1.7406692119323357
100016,2024-09-16,-2.2758742195639408
100016,2024-09-17,-2.429371132167026
100016,2024-09-18,-1.8764705394249828
100016,2024-09-19,-1.8559401647836804
100016,2024-09-20,-1.7558079746390165
100016,2024-09-23,-1.7774725580282467
100016,2024-09-24,-1.9587938488163052
100016,2024-09-25,-2.2142548142352543
100016,2024-09-26,-2.3602878109936944
100016,2024-09-27,-2.5343684899440477
100016,2024-09-30,-2.5984388632881723
100016,2024-10-01,-2.818610547674413
100016,2024-10-02,-2.919314720681608
100016,2024-10-03,-3.0019691027292783
100016,2024-10-04,-3.1357490873823246
100016,2024-10-07,-3.632805667525538
100016,2024-10-08,-3.4511206189736123
100016,2024-10-09,-3.325624982550762
100016,2024-10-10,-3.6494396519997983
100016,2024-10-11,-4.02534913604043
100016,2024-10-14,-4.189479950525602
100016,2024-10-15,-3.947750527238712
100016,2024-10-16,-3.8752369489631335
100016,2024-10-17,-4.110923999900093
100016,2024-10-18,-4.21802972664155
100016,2024-10-21,-3.765925889950442
100016,2024-10-22,-4.071571268473626
100016,2024-10-23,-3.9742244837958474
100016,2024-10-24,-3.915413279039572
100016,2024-10-25,-3.5995741546802207
100016,2024-10-28,-3.148010395957293
100016,2024-10-29,-3.212723908530887
100016,2024-10-30,-3.2294405907552615
100016,2024-10-31,-3.332988295433957
100016,2024-11-01,-2.8162286346217877
100016,2024-11-04,-2.8596260020754922
100016,2024-11-05,-2.874256993815526
100016,2024-11-06,-2.614123309501094
100016,2024-11-07,-2.581713954776574
100016,2024-11-08,-2.8558552660251832
100016,2024-11-11,-3.065043682068423
100016,2024-11-12,-2.8442353224858326
100016,2024-11-13,-2.6603364565146097
100016,2024-11-14,-2.595051851899597
100016,2024-11-15,-2.6928583617522057
100016,2024-11-18,-2.5282103531907554
100016,2024-11-19,-2.708104566970054
100016,2024-11-20,-2.345293874746284
100016,2024-11-21,-2.629470285592205
100016,2024-11-22,-2.487330911966907
100016,2024-11-25,-2.416866376377229
100016,2024-11-26,-1.9604265232910638
100016,2024-11-27,-2.1605003623843393
100016,2024-11-28,-2.453678769201147
100016,2024-11-29,-2.130713738570344
100016,2024-12-02,-1.6466059762262226
100016,2024-12-03,-1.3508506225304298
100016,2024-12-04,-1.7193124325287756
100016,2024-12-05,-1.7962539016949297
100016,2024-12-06,-1.6771901115204924
100016,2024-12-09,-1.8875873929994984
100016,2024-12-10,-1.430955157063575
100016,2024-12-11,-1.6861193067925968
100016,2024-12-12,-2.3326196476089933
100016,2024-12-13,-2.1943120699018226
